Id.x,SpCode,DBH,StreetName,StreetNumber,City,Botanic Name,Common Name,Tree Type
9752,ACPL,2,LAS LOMAS WY,330,Walnut Creek,Acer platanoides,"maple, Norway",BDL
9753,ACPL,2,COMISTAS DR,2003,Walnut Creek,Acer platanoides,"maple, Norway",BDL
9754,PICH,2,LA CASA VIA,251,Walnut Creek,Pistacia chinensis,"pistache, Chinese",BDM
9755,PICH,1,LA CASA VIA,251,Walnut Creek,Pistacia chinensis,"pistache, Chinese",BDM
9756,PICH,2,LA CASA VIA,251,Walnut Creek,Pistacia chinensis,"pistache, Chinese",BDM
9757,PICH,2,LA CASA VIA,251,Walnut Creek,Pistacia chinensis,"pistache, Chinese",BDM
9758,PICH,2,LA CASA VIA,251,Walnut Creek,Pistacia chinensis,"pistache, Chinese",BDM
9759,PICH,2,LA CASA VIA,251,Walnut Creek,Pistacia chinensis,"pistache, Chinese",BDM
9760,QULO,4,LA CASA VIA,251,Walnut Creek,Quercus lobata,"oak, valley",BDL
9761,PI2,4,LA CASA VIA,251,Walnut Creek,Pinus species,"pine, spp.",CEL
9762,PICH,2,LA CASA VIA,251,Walnut Creek,Pistacia chinensis,"pistache, Chinese",BDM
9763,PICH,2,LA CASA VIA,251,Walnut Creek,Pistacia chinensis,"pistache, Chinese",BDM
9764,PICH,1,LA CASA VIA,251,Walnut Creek,Pistacia chinensis,"pistache, Chinese",BDM
9765,PICH,1,LA CASA VIA,251,Walnut Creek,Pistacia chinensis,"pistache, Chinese",BDM
9766,PICH,1,LA CASA VIA,251,Walnut Creek,Pistacia chinensis,"pistache, Chinese",BDM
9767,PI2,4,LA CASA VIA,251,Walnut Creek,Pinus species,"pine, spp.",CEL
9768,WAFI,5,CASTLE ROCK RD,300,Walnut Creek,Washingtonia filifera,"palm, California fan",PES
9769,WAFI,5,CASTLE ROCK RD,300,Walnut Creek,Washingtonia filifera,"palm, California fan",PES
9770,WAFI,6,CASTLE ROCK RD,300,Walnut Creek,Washingtonia filifera,"palm, California fan",PES
9771,WAFI,6,CASTLE ROCK RD,300,Walnut Creek,Washingtonia filifera,"palm, California fan",PES
9772,WAFI,5,CASTLE ROCK RD,300,Walnut Creek,Washingtonia filifera,"palm, California fan",PES
9773,WAFI,5,CASTLE ROCK RD,300,Walnut Creek,Washingtonia filifera,"palm, California fan",PES
9774,WAFI,5,CASTLE ROCK RD,300,Walnut Creek,Washingtonia filifera,"palm, California fan",PES
9775,WAFI,5,CASTLE ROCK RD,300,Walnut Creek,Washingtonia filifera,"palm, California fan",PES
9776,WAFI,5,CASTLE ROCK RD,300,Walnut Creek,Washingtonia filifera,"palm, California fan",PES
9777,WAFI,5,CASTLE ROCK RD,300,Walnut Creek,Washingtonia filifera,"palm, California fan",PES
9778,WAFI,6,CASTLE ROCK RD,300,Walnut Creek,Washingtonia filifera,"palm, California fan",PES
9779,WAFI,6,CASTLE ROCK RD,300,Walnut Creek,Washingtonia filifera,"palm, California fan",PES
9780,WAFI,6,CASTLE ROCK RD,300,Walnut Creek,Washingtonia filifera,"palm, California fan",PES
9781,WAFI,6,CASTLE ROCK RD,300,Walnut Creek,Washingtonia filifera,"palm, California fan",PES
9782,WAFI,5,CASTLE ROCK RD,300,Walnut Creek,Washingtonia filifera,"palm, California fan",PES
9783,WARO,3,CASTLE ROCK RD,300,Walnut Creek,Washingtonia robusta,"palm, Mexican fan",PES
9784,WARO,3,CASTLE ROCK RD,300,Walnut Creek,Washingtonia robusta,"palm, Mexican fan",PES
9785,WAFI,5,CASTLE ROCK RD,300,Walnut Creek,Washingtonia filifera,"palm, California fan",PES
9786,WARO,3,CASTLE ROCK RD,300,Walnut Creek,Washingtonia robusta,"palm, Mexican fan",PES
9787,PRCE,2,CASTLE ROCK RD,300,Walnut Creek,Prunus cerasifera,"plum, purple-leaf",BDS
9788,WAFI,5,CASTLE ROCK RD,300,Walnut Creek,Washingtonia filifera,"palm, California fan",PES
9789,WAFI,6,CASTLE ROCK RD,300,Walnut Creek,Washingtonia filifera,"palm, California fan",PES
9790,WAFI,5,CASTLE ROCK RD,300,Walnut Creek,Washingtonia filifera,"palm, California fan",PES
9791,WAFI,5,CASTLE ROCK RD,300,Walnut Creek,Washingtonia filifera,"palm, California fan",PES
9792,WAFI,5,CASTLE ROCK RD,300,Walnut Creek,Washingtonia filifera,"palm, California fan",PES
9793,WAFI,6,CASTLE ROCK RD,300,Walnut Creek,Washingtonia filifera,"palm, California fan",PES
9794,WAFI,5,CASTLE ROCK RD,300,Walnut Creek,Washingtonia filifera,"palm, California fan",PES
9795,WAFI,6,CASTLE ROCK RD,300,Walnut Creek,Washingtonia filifera,"palm, California fan",PES
9796,JURE,1,CASTLE ROCK RD,300,Walnut Creek,Juglans regia,"walnut, English",BDL
9797,WAFI,5,CASTLE ROCK RD,300,Walnut Creek,Washingtonia filifera,"palm, California fan",PES
9798,WAFI,5,CASTLE ROCK RD,300,Walnut Creek,Washingtonia filifera,"palm, California fan",PES
9799,WAFI,5,CASTLE ROCK RD,300,Walnut Creek,Washingtonia filifera,"palm, California fan",PES
9800,WAFI,5,CASTLE ROCK RD,300,Walnut Creek,Washingtonia filifera,"palm, California fan",PES
9801,WAFI,6,CASTLE ROCK RD,300,Walnut Creek,Washingtonia filifera,"palm, California fan",PES
9802,WAFI,5,CASTLE ROCK RD,300,Walnut Creek,Washingtonia filifera,"palm, California fan",PES
9803,WAFI,5,CASTLE ROCK RD,300,Walnut Creek,Washingtonia filifera,"palm, California fan",PES
9804,WAFI,5,CASTLE ROCK RD,300,Walnut Creek,Washingtonia filifera,"palm, California fan",PES
9805,WAFI,6,CASTLE ROCK RD,300,Walnut Creek,Washingtonia filifera,"palm, California fan",PES
9806,QULO,6,BOWLING GREEN DR,3082,Walnut Creek,Quercus lobata,"oak, valley",BDL
9807,QULO,6,CARMEL DR,1537,Walnut Creek,Quercus lobata,"oak, valley",BDL
9808,FRVE,5,ENCINAL DR,2425,Walnut Creek,Fraxinus velutina 'Modesto',"ash, modesto",BDM
9809,FRVE,5,ENCINAL DR,2417,Walnut Creek,Fraxinus velutina 'Modesto',"ash, modesto",BDM
9810,FRVE,6,ENCINAL DR,2409,Walnut Creek,Fraxinus velutina 'Modesto',"ash, modesto",BDM
9811,FRVE,4,ENCINAL DR,2409,Walnut Creek,Fraxinus velutina 'Modesto',"ash, modesto",BDM
9812,FRVE,5,ENCINAL DR,2401,Walnut Creek,Fraxinus velutina 'Modesto',"ash, modesto",BDM
9813,FRVE,4,ENCINAL DR,2408,Walnut Creek,Fraxinus velutina 'Modesto',"ash, modesto",BDM
9814,FRVE,5,ENCINAL DR,2416,Walnut Creek,Fraxinus velutina 'Modesto',"ash, modesto",BDM
9815,LIST,3,CONEJO WY,1136,Walnut Creek,Liquidambar styraciflua,"sweetgum, American",BDL
9816,LIST,4,CONEJO WY,1156,Walnut Creek,Liquidambar styraciflua,"sweetgum, American",BDL
9817,LIST,3,CONEJO WY,1156,Walnut Creek,Liquidambar styraciflua,"sweetgum, American",BDL
9818,LIST,4,CONEJO WY,1208,Walnut Creek,Liquidambar styraciflua,"sweetgum, American",BDL
9819,LIST,4,CONEJO WY,1218,Walnut Creek,Liquidambar styraciflua,"sweetgum, American",BDL
9820,LIST,3,CONEJO WY,1248,Walnut Creek,Liquidambar styraciflua,"sweetgum, American",BDL
9821,LIST,3,CONEJO WY,1249,Walnut Creek,Liquidambar styraciflua,"sweetgum, American",BDL
9822,LIST,4,CONEJO WY,1239,Walnut Creek,Liquidambar styraciflua,"sweetgum, American",BDL
9823,LIST,4,CONEJO WY,1239,Walnut Creek,Liquidambar styraciflua,"sweetgum, American",BDL
9824,PLAC,4,1ST AV,1991,Walnut Creek,Platanus x acerifolia,London plane tree,BDL
9825,PICH,3,LARKEY LN,2542,Walnut Creek,Pistacia chinensis,"pistache, Chinese",BDM
9826,PICH,3,LARKEY LN,2552,Walnut Creek,Pistacia chinensis,"pistache, Chinese",BDM
9827,PICH,3,LARKEY LN,2552,Walnut Creek,Pistacia chinensis,"pistache, Chinese",BDM
9828,PICH,3,3RD AV,1981,Walnut Creek,Pistacia chinensis,"pistache, Chinese",BDM
9829,PYCA,4,LYNVALE LN,1806,Walnut Creek,Pyrus calleryana,"pear, ornamental",BDM
9830,PYCA,4,LYNVALE LN,1806,Walnut Creek,Pyrus calleryana,"pear, ornamental",BDM
9831,PYCA,5,LYNVALE LN,1817,Walnut Creek,Pyrus calleryana,"pear, ornamental",BDM
9832,GIBI,2,3RD AV,1981,Walnut Creek,Ginkgo biloba,maidenhair tree,BDL
9833,FRVE,5,MARGRAVE CT,11,Walnut Creek,Fraxinus velutina 'Modesto',"ash, modesto",BDM
9834,FRVE,4,MARGRAVE CT,23,Walnut Creek,Fraxinus velutina 'Modesto',"ash, modesto",BDM
9835,FRVE,4,MARGRAVE CT,35,Walnut Creek,Fraxinus velutina 'Modesto',"ash, modesto",BDM
9836,FRVE,5,MARGRAVE CT,41,Walnut Creek,Fraxinus velutina 'Modesto',"ash, modesto",BDM
9837,FRVE,4,MARGRAVE CT,53,Walnut Creek,Fraxinus velutina 'Modesto',"ash, modesto",BDM
9838,FRVE,4,MARGRAVE CT,63,Walnut Creek,Fraxinus velutina 'Modesto',"ash, modesto",BDM
9839,FRVE,4,MARGRAVE CT,48,Walnut Creek,Fraxinus velutina 'Modesto',"ash, modesto",BDM
9840,FRVE,1,MARGRAVE CT,36,Walnut Creek,Fraxinus velutina 'Modesto',"ash, modesto",BDM
9841,FRVE,5,MARGRAVE CT,12,Walnut Creek,Fraxinus velutina 'Modesto',"ash, modesto",BDM
9842,GIBI,2,KEITH CT,620,Walnut Creek,Ginkgo biloba,maidenhair tree,BDL
9843,GIBI,2,KEITH CT,640,Walnut Creek,Ginkgo biloba,maidenhair tree,BDL
9844,GIBI,1,KEITH CT,685,Walnut Creek,Ginkgo biloba,maidenhair tree,BDL
9845,GIBI,2,KEITH CT,695,Walnut Creek,Ginkgo biloba,maidenhair tree,BDL
9846,PLRA,6,SUTCLIFFE PL,411,Walnut Creek,Platanus racemosa,"sycamore, western",BDL
9847,PLRA,5,SUTCLIFFE PL,415,Walnut Creek,Platanus racemosa,"sycamore, western",BDL
9848,PLRA,6,SUTCLIFFE PL,415,Walnut Creek,Platanus racemosa,"sycamore, western",BDL
9849,PLRA,5,SUTCLIFFE PL,410,Walnut Creek,Platanus racemosa,"sycamore, western",BDL
9850,PLRA,5,SUTCLIFFE PL,410,Walnut Creek,Platanus racemosa,"sycamore, western",BDL
9851,PICH,2,NORTHGATE RD,300,Walnut Creek,Pistacia chinensis,"pistache, Chinese",BDM
9852,PICH,3,NORTHGATE RD,300,Walnut Creek,Pistacia chinensis,"pistache, Chinese",BDM
9853,PICH,2,NORTHGATE RD,300,Walnut Creek,Pistacia chinensis,"pistache, Chinese",BDM
9854,PICH,3,NORTHGATE RD,300,Walnut Creek,Pistacia chinensis,"pistache, Chinese",BDM
9855,PICH,2,NORTHGATE RD,300,Walnut Creek,Pistacia chinensis,"pistache, Chinese",BDM
9856,QUIL2,2,NORTHGATE RD,300,Walnut Creek,Quercus ilex,"oak, holly",BEL
9857,QUIL2,1,NORTHGATE RD,300,Walnut Creek,Quercus ilex,"oak, holly",BEL
9858,QUIL2,2,NORTHGATE RD,300,Walnut Creek,Quercus ilex,"oak, holly",BEL
9859,QUSU,3,NORTHGATE RD,300,Walnut Creek,Quercus suber,"oak, cork",BEL
9860,QUIL2,2,NORTHGATE RD,300,Walnut Creek,Quercus ilex,"oak, holly",BEL
9861,QUIL2,2,NORTHGATE RD,300,Walnut Creek,Quercus ilex,"oak, holly",BEL
9862,QUIL2,2,NORTHGATE RD,300,Walnut Creek,Quercus ilex,"oak, holly",BEL
9863,PICH,2,NORTHGATE RD,300,Walnut Creek,Pistacia chinensis,"pistache, Chinese",BDM
